S02_PM01,S02_PM25,S02_PM10,S03_PM01,S03_PM25,S03_PM10,S04_PM01,S04_PM25,S04_PM10,S05_PM01,S05_PM25,S05_PM10,S08_PM01,S08_PM25,S08_PM10,S09_PM01,S09_PM25,S09_PM10,S10_PM01,S10_PM25,S10_PM10,S11_PM01,S11_PM25,S11_PM10,S14_PM1,S14_PM2.5,S14_PM10,S15_M1,S15_PM25,S15_PM10,S17_PM01,S17_PM25,S17_PM10,S18_PM01,S18_PM25,S18_PM10,S19_PM01,S19_PM25,S19_PM10,S20_PM01,S20_PM25,S20_PM10
9,17,18,7,12,15,6,10,10,4,6,6,8,16,18,7,9,11,7,14,15,0,0,0,6,10,10,4,7,7,9,15,15,7,12,13,7,10,10,8,16,18
8,16,17,7,12,15,6,10,10,4,6,6,8,17,19,8,10,12,8,15,16,0,0,0,6,9,10,4,7,7,9,15,15,7,12,13,7,10,11,9,18,19
8,16,17,7,12,15,6,10,10,4,6,6,9,17,20,8,10,12,8,14,16,0,0,0,6,9,10,4,7,7,10,15,15,7,12,12,7,10,11,8,17,18
8,16,17,7,12,15,6,10,10,4,6,6,8,16,19,7,9,11,8,14,16,0,0,0,6,9,10,3,6,6,10,15,15,7,12,12,7,10,11,8,17,18
8,16,17,7,12,15,6,10,10,4,6,6,8,16,18,7,10,12,8,14,16,0,0,0,6,9,9,3,6,6,10,15,15,7,12,12,8,11,12,8,17,18
8,16,17,7,12,15,6,10,10,4,6,6,8,16,18,7,10,12,9,14,16,0,0,0,5,8,8,3,6,6,9,16,16,7,11,12,8,11,12,8,16,18
7,15,16,8,12,15,6,10,10,4,5,5,8,16,18,7,10,12,9,14,16,0,0,0,5,8,8,3,6,6,9,16,16,7,11,12,8,11,12,8,16,18
7,15,16,8,12,15,6,10,10,4,5,5,8,16,18,7,12,14,9,14,16,0,0,0,5,7,8,4,7,7,9,16,16,7,11,12,7,10,12,8,16,18
7,15,16,8,12,15,6,9,9,4,5,5,8,17,18,7,12,14,9,15,18,0,0,0,5,7,8,4,7,7,10,17,18,6,10,11,7,10,12,8,17,18
7,14,15,7,12,15,6,9,9,3,5,5,8,16,17,7,12,14,9,15,18,0,0,0,5,7,8,4,7,7,10,17,18,6,10,11,7,10,12,8,17,18
7,14,15,7,12,15,6,9,9,3,5,5,8,17,18,7,12,13,9,15,18,0,0,0,5,8,10,4,7,7,10,17,18,6,10,11,7,10,12,8,17,18
7,14,15,7,12,15,6,10,10,3,5,5,7,16,17,7,12,13,9,15,17,0,0,0,5,8,10,4,7,7,9,16,18,7,10,11,6,9,11,7,15,16
7,14,15,8,13,14,6,10,10,3,5,5,8,17,17,7,12,13,9,15,17,0,0,0,6,9,11,4,7,7,8,15,17,7,10,11,6,9,11,7,15,16
7,14,15,8,13,14,6,10,10,3,5,5,8,18,18,6,13,15,9,15,17,0,0,0,6,8,11,4,7,7,8,15,17,7,10,11,7,10,11,7,15,16
7,14,15,8,13,14,6,10,10,3,5,5,8,18,18,6,13,14,9,15,18,0,0,0,6,8,11,3,6,6,8,16,18,7,10,10,8,11,12,7,15,15
7,13,14,8,13,14,6,10,10,3,5,5,8,18,18,6,13,14,9,15,18,0,0,0,6,8,11,2,6,6,8,17,18,7,10,10,8,11,12,8,16,16
7,13,14,8,13,14,6,10,10,3,5,5,8,20,21,7,13,14,9,15,18,0,0,0,6,8,10,2,6,6,9,18,19,7,10,10,8,12,13,8,16,16
7,13,14,8,13,14,6,10,10,4,6,6,8,19,20,7,13,14,9,14,17,0,0,0,6,8,10,3,7,7,9,19,21,7,10,11,8,12,13,8,15,15
7,14,15,8,13,15,6,10,10,4,7,7,8,19,20,7,13,14,9,14,17,0,0,0,6,8,10,3,7,7,9,19,20,7,10,11,8,12,13,8,15,15
7,14,15,8,13,15,6,10,10,4,7,7,8,20,21,7,13,14,9,14,17,0,0,0,6,9,11,3,7,7,8,17,19,7,10,11,8,12,14,8,15,15
7,14,15,8,13,15,6,9,9,4,7,7,8,20,21,7,12,14,9,15,18,0,0,0,6,9,11,3,7,7,7,17,19,6,10,10,8,12,14,8,15,16
7,14,15,8,13,15,6,9,9,4,7,7,8,20,21,7,12,14,9,15,18,0,0,0,6,9,11,3,7,7,8,18,19,6,10,10,8,12,14,8,15,16
7,14,15,8,13,15,6,9,9,4,7,7,9,20,21,7,12,14,9,15,18,0,0,0,6,8,10,3,7,7,8,17,18,6,10,10,9,13,15,7,14,15
7,14,15,8,13,15,6,10,10,4,7,7,9,20,21,7,14,14,9,14,18,0,0,0,6,8,10,3,7,7,8,18,18,6,10,11,9,13,15,6,13,13
7,12,12,8,12,14,7,11,11,4,7,7,9,20,21,7,14,14,9,14,18,0,0,0,6,8,10,3,7,7,8,16,16,7,11,12,9,13,15,6,13,13
8,13,13,7,11,13,7,11,11,4,7,7,9,20,21,7,14,14,9,14,18,0,0,0,7,8,10,3,7,7,8,17,17,7,11,12,9,13,15,7,14,14
8,13,13,7,11,13,7,10,10,4,7,7,9,20,21,6,12,12,9,14,18,0,0,0,7,8,10,3,7,7,8,17,17,7,11,11,9,13,15,7,13,13
7,14,14,7,12,13,7,10,10,5,8,8,9,20,21,6,11,11,9,14,18,0,0,0,7,8,10,3,7,7,8,17,17,7,11,11,9,13,15,7,13,13
7,14,14,8,13,14,7,10,10,5,8,8,9,20,21,6,13,13,9,14,18,0,0,0,6,8,10,3,7,7,8,17,17,7,11,11,9,13,15,7,13,13
7,14,14,8,13,14,8,12,12,5,8,8,9,20,21,6,13,13,8,14,17,0,0,0,6,8,10,3,7,7,7,15,15,7,10,10,9,13,15,7,12,12
7,13,13,8,13,14,8,12,12,3,6,6,9,20,21,6,13,13,8,14,17,0,0,0,6,8,10,3,7,7,7,15,15,7,10,10,9,13,15,7,12,12
7,13,13,8,13,14,8,12,12,3,6,6,9,20,21,6,15,15,8,14,17,0,0,0,6,8,10,2,6,6,7,15,15,7,10,10,10,13,15,7,12,12
7,13,13,8,13,14,8,12,12,3,6,6,9,20,21,6,16,16,9,14,17,0,0,0,6,8,10,2,6,6,9,17,17,7,10,11,10,13,15,6,11,11
7,12,12,8,12,14,8,12,12,4,7,7,9,20,21,5,14,14,9,14,17,0,0,0,6,8,10,2,6,6,9,17,17,7,10,11,10,13,15,6,11,11
7,12,12,8,12,14,8,12,12,5,8,8,9,19,21,5,15,15,9,14,17,0,0,0,6,8,10,3,7,7,9,17,17,7,10,11,10,13,15,6,11,11
7,12,12,8,12,14,8,13,13,5,8,8,9,19,21,5,15,15,9,14,17,0,0,0,6,8,10,3,7,7,9,18,18,7,10,10,10,13,15,6,11,11
7,13,13,9,13,15,8,13,13,5,8,8,9,19,21,5,15,15,9,14,17,0,0,0,6,8,10,3,7,7,8,17,17,7,10,10,10,13,15,6,11,11
7,13,13,9,13,15,8,13,13,5,8,8,9,19,20,5,15,15,9,14,17,0,0,0,7,8,10,3,7,7,8,17,17,7,10,10,10,14,15,6,11,11
7,13,13,9,13,15,8,13,13,5,8,8,9,19,20,5,14,14,9,14,18,0,0,0,7,8,10,2,6,6,8,17,18,7,11,11,10,14,15,6,11,11
8,14,14,9,13,15,8,13,13,5,7,8,9,19,20,5,14,14,9,14,18,0,0,0,7,8,10,2,5,5,8,17,18,7,11,11,10,14,15,7,12,12
8,14,14,9,13,15,8,13,13,5,7,8,9,18,19,5,14,14,9,14,18,0,0,0,7,9,9,2,5,5,8,17,18,7,11,11,10,13,15,7,12,12
8,14,14,9,13,15,8,12,12,5,7,8,9,18,19,6,14,16,10,15,18,0,0,0,7,9,9,3,6,6,8,16,17,8,12,12,10,13,15,7,13,14
7,13,13,8,12,14,8,12,12,5,7,8,9,18,19,6,14,16,10,15,18,0,0,0,7,9,9,3,7,7,8,16,17,8,12,12,10,13,15,7,13,14
7,13,13,8,12,14,8,12,12,5,7,8,9,17,19,7,15,17,10,15,18,0,0,0,7,9,9,3,7,7,8,16,17,8,12,12,9,12,14,7,13,14
7,13,13,8,12,14,6,11,11,5,7,8,9,17,19,8,15,16,9,14,19,0,0,0,7,9,9,3,7,7,8,16,17,7,12,12,9,12,14,7,13,14
7,13,13,7,13,15,6,11,11,5,8,9,9,17,19,7,14,15,9,14,19,0,0,0,7,9,9,4,7,7,8,16,17,7,12,12,9,12,14,7,13,14
7,13,13,7,13,15,6,11,11,5,8,9,9,16,17,6,14,15,9,14,19,0,0,0,8,10,10,4,7,7,8,16,17,7,12,12,9,13,14,6,12,13
7,13,13,7,13,15,7,11,11,5,8,9,9,16,17,6,13,14,10,16,21,0,0,0,8,10,10,4,7,7,9,17,18,7,12,12,9,13,14,6,13,13
7,13,13,7,12,14,8,12,12,5,7,8,9,16,17,7,14,16,10,16,21,0,0,0,8,10,10,4,7,7,9,17,18,7,12,12,9,13,14,6,13,13
7,13,13,8,13,15,8,12,12,5,7,8,9,15,17,7,14,16,9,15,20,0,0,0,7,9,9,4,7,7,9,17,18,7,12,12,9,12,14,6,13,13
7,13,13,8,13,15,8,12,12,5,7,8,9,15,17,6,13,16,9,14,19,0,0,0,7,9,9,4,7,7,9,17,19,8,12,12,9,12,14,6,12,14
8,13,13,8,14,16,8,12,12,5,7,8,9,15,17,6,13,16,9,14,19,0,0,0,7,9,9,3,6,6,9,17,19,8,12,12,9,12,14,6,12,14
8,13,13,8,14,16,8,12,12,5,7,8,9,15,16,6,14,16,9,14,19,0,0,0,8,9,9,3,6,6,9,17,19,8,12,12,9,12,13,6,12,14
7,12,16,8,14,16,7,10,10,5,7,8,9,15,16,6,15,17,10,16,21,0,0,0,8,9,9,3,6,6,9,17,19,7,13,13,9,12,13,6,13,14
7,12,16,8,14,16,7,10,10,5,7,8,9,15,16,5,14,17,10,16,21,0,0,0,8,9,9,3,6,6,9,17,19,7,13,13,9,12,13,6,13,14
7,12,16,8,14,16,7,10,10,5,7,8,9,16,17,5,14,18,10,16,21,0,0,0,7,9,9,4,7,7,9,17,19,7,13,13,8,11,12,6,13,14
8,13,15,8,14,16,7,11,11,5,7,8,9,16,17,5,15,18,10,16,20,0,0,0,7,9,9,4,7,7,10,17,20,7,12,12,8,11,12,6,13,15
8,12,15,8,15,17,7,11,11,4,7,7,9,16,17,5,15,18,10,16,20,0,0,0,7,9,9,5,8,8,11,18,21,7,12,12,8,11,12,6,13,15
8,12,16,8,15,17,7,11,11,4,7,7,9,14,15,5,15,18,10,16,20,0,0,0,7,9,9,5,8,8,11,18,21,7,12,12,9,12,13,6,13,15
8,12,16,7,14,16,7,9,9,4,7,7,9,14,15,4,13,17,11,17,22,0,0,0,7,9,9,5,8,8,11,17,20,7,13,13,10,13,14,6,14,15
8,12,16,7,14,16,7,9,9,4,7,8,9,14,15,4,13,17,11,17,22,0,0,0,6,8,8,4,8,8,10,16,19,7,13,13,10,13,14,7,15,16
8,12,16,7,14,16,7,9,9,4,7,8,9,14,15,4,13,17,11,17,22,0,0,0,6,8,8,4,8,8,10,16,19,7,13,13,9,13,14,7,15,16
8,12,13,7,14,16,7,9,9,4,7,8,9,14,15,4,12,16,11,17,22,0,0,0,6,8,8,4,8,8,10,16,18,7,13,14,9,13,14,7,14,15
8,13,13,8,16,17,7,9,9,4,7,7,9,14,15,4,12,16,11,17,22,0,0,0,6,8,8,5,8,8,10,16,18,7,13,14,9,13,14,7,14,15
8,13,13,8,16,17,7,9,9,4,7,7,9,13,14,4,12,16,11,17,22,0,0,0,6,8,8,5,8,8,10,16,18,7,13,14,8,12,13,7,14,15
8,13,13,8,16,17,7,9,9,4,7,7,9,13,14,4,12,16,11,18,23,0,0,0,6,8,8,5,8,8,9,15,17,7,13,14,8,12,13,7,14,15
7,12,13,7,14,16,7,9,9,5,7,8,9,12,14,4,12,16,11,18,23,0,0,0,6,8,8,5,8,8,9,15,17,7,13,14,8,12,13,7,14,15
7,12,13,7,14,16,7,9,9,5,7,8,9,12,15,4,12,16,10,17,22,0,0,0,7,10,10,5,8,8,9,15,17,7,13,14,8,12,13,7,14,15
7,12,12,7,14,16,7,10,10,5,7,8,9,12,15,4,11,15,10,18,21,0,0,0,7,10,10,5,8,8,10,15,17,7,13,14,8,12,13,7,14,14
7,13,12,6,14,15,7,10,10,5,8,8,9,13,15,4,11,15,10,18,21,0,0,0,7,10,10,5,8,8,10,15,17,7,13,14,8,12,13,7,14,14
7,13,12,7,15,16,7,10,10,5,8,8,8,11,14,4,11,15,11,19,22,0,0,0,5,8,8,5,8,8,10,15,17,7,13,14,8,13,13,7,14,14
7,13,13,7,15,16,7,10,10,5,8,8,8,11,14,4,11,14,11,19,22,0,0,0,5,8,8,5,8,8,10,15,16,6,13,14,8,13,13,7,14,15
8,14,13,7,15,17,7,10,10,4,7,7,8,11,14,4,11,14,11,19,22,0,0,0,5,8,8,5,9,9,10,15,16,6,13,14,8,13,13,7,14,15
8,14,13,7,15,17,7,10,10,4,7,7,7,11,11,4,11,14,11,19,22,0,0,0,5,8,8,5,9,9,10,15,16,6,13,14,7,12,12,7,14,15
8,14,13,7,15,17,7,10,10,4,7,7,7,11,11,4,10,14,10,18,20,0,0,0,5,8,8,5,9,9,11,17,18,6,13,14,7,12,12,7,14,15
8,14,13,8,16,17,7,10,10,4,7,7,7,11,11,4,10,14,10,18,20,0,0,0,5,8,8,4,8,8,11,17,18,6,13,14,7,12,12,7,14,15
8,14,13,8,16,17,7,10,10,4,7,7,7,11,11,4,10,14,10,18,20,0,0,0,5,7,7,4,8,8,11,17,18,6,13,14,8,13,13,7,14,15
8,14,12,8,16,17,8,11,11,4,7,7,7,11,11,5,10,14,11,19,20,0,0,0,6,8,8,4,8,8,10,16,17,6,13,14,8,13,13,7,14,15
8,14,12,8,16,18,8,11,11,4,7,7,7,11,11,5,10,14,11,19,20,0,0,0,6,8,8,5,8,8,10,16,17,6,13,14,8,13,13,7,14,15
8,14,12,8,16,18,8,11,11,5,8,8,7,10,10,5,10,14,11,19,20,0,0,0,6,8,8,5,8,8,10,16,17,6,13,14,8,13,14,7,14,15
8,14,13,7,15,17,7,11,12,5,8,8,7,10,10,5,9,12,11,19,21,0,0,0,6,8,8,5,8,8,10,16,16,6,13,14,7,12,13,8,14,15
7,14,13,7,14,16,7,11,12,5,7,7,7,10,10,5,9,12,11,19,21,0,0,0,6,8,8,5,8,8,10,16,16,6,13,14,7,12,13,8,14,15
7,14,13,7,14,16,7,11,12,5,7,7,7,10,10,5,9,12,11,19,21,0,0,0,5,8,8,5,8,8,10,16,16,6,13,14,7,11,12,8,14,15
7,14,12,7,14,16,8,12,13,5,7,7,7,10,10,6,10,12,11,18,19,0,0,0,5,8,8,5,8,8,10,15,15,6,12,13,8,12,13,8,14,15
7,13,12,7,15,17,8,12,13,5,8,8,7,10,10,6,10,12,11,18,19,0,0,0,5,8,8,5,8,8,10,15,15,6,12,13,8,12,13,8,14,15
7,13,12,7,15,17,8,12,13,5,8,8,6,10,14,6,10,12,11,18,19,0,0,0,5,8,8,5,8,8,10,15,15,6,12,13,8,12,13,8,14,15
7,13,12,7,15,17,8,12,13,5,8,8,6,10,14,6,9,12,11,18,19,0,0,0,5,8,8,5,8,8,10,15,15,6,12,13,7,11,12,7,13,14
7,14,12,8,16,17,8,12,13,5,8,8,6,10,14,5,8,11,11,18,19,0,0,0,5,8,8,4,7,7,10,15,15,6,12,13,7,11,12,7,13,14
7,14,12,8,16,17,8,12,13,5,8,8,6,11,15,5,8,11,11,18,19,0,0,0,5,8,8,4,7,7,10,15,15,6,12,13,6,10,11,7,13,14
7,14,12,8,16,17,8,12,13,5,8,8,6,11,15,5,8,11,10,17,18,0,0,0,5,8,8,4,7,7,10,15,15,5,11,13,6,10,11,7,13,14
6,13,12,9,16,17,8,12,13,5,8,8,6,11,15,5,8,11,10,17,18,0,0,0,5,8,8,5,7,7,10,15,15,5,11,13,7,11,12,7,13,14
6,13,12,9,16,17,8,12,13,5,8,8,6,11,15,5,8,11,10,17,18,0,0,0,5,7,7,5,7,7,10,15,15,5,11,13,7,11,12,7,13,14
6,13,13,9,16,17,8,12,13,5,8,8,6,11,15,6,9,10,10,16,17,0,0,0,5,7,7,5,7,7,10,15,15,5,11,12,7,11,12,7,13,14
6,11,13,9,15,17,8,12,13,5,7,8,6,11,15,6,9,10,10,16,17,0,0,0,5,7,7,4,7,7,10,15,15,6,12,13,6,10,11,7,13,14
7,12,13,9,15,17,8,12,13,5,7,8,6,12,16,6,9,10,10,16,17,0,0,0,6,8,8,4,7,7,10,15,15,6,12,13,7,10,11,7,13,14
7,12,13,9,15,17,8,11,13,5,7,8,6,12,16,5,10,11,10,16,18,0,0,0,5,7,7,4,7,7,10,15,15,5,11,12,7,10,11,7,12,13
7,13,13,9,15,17,8,11,13,4,7,7,6,12,16,5,10,11,10,16,18,0,0,0,5,7,7,4,6,6,10,15,15,5,11,12,7,10,11,7,12,13
6,12,13,9,15,17,8,11,13,4,7,7,6,12,16,5,10,11,10,16,18,0,0,0,4,6,6,4,6,6,10,15,15,5,11,12,8,11,11,7,12,13
6,12,13,9,15,17,8,11,13,4,7,7,6,12,16,6,10,11,10,15,17,0,0,0,5,7,7,4,6,6,10,15,15,5,11,11,8,11,11,7,12,13
7,11,13,10,16,17,8,11,13,4,6,7,6,12,16,6,10,11,10,15,17,0,0,0,5,7,7,4,6,6,10,15,15,5,11,11,8,11,11,7,12,13
7,11,13,10,16,17,8,11,13,4,6,7,7,13,19,6,10,11,10,15,17,0,0,0,6,8,8,4,6,6,10,15,15,4,10,10,7,9,10,7,12,13
7,11,13,10,16,17,8,11,12,4,6,7,7,13,19,6,10,11,10,15,16,0,0,0,6,8,8,4,6,6,10,16,16,4,10,11,7,9,10,7,12,12
7,12,13,10,16,17,8,11,12,4,7,7,7,13,19,6,10,11,10,15,16,0,0,0,6,8,8,5,6,6,9,15,15,4,10,11,7,9,10,7,12,12
7,12,13,10,16,17,8,11,12,4,7,7,8,15,19,6,10,11,10,15,16,0,0,0,6,8,9,5,6,6,9,15,15,4,10,11,7,9,10,7,12,12
8,13,13,10,16,17,8,11,12,4,7,7,8,15,19,6,10,11,10,15,16,0,0,0,6,8,9,5,6,6,9,14,14,4,10,11,8,10,11,6,10,10
8,14,13,10,15,16,8,11,12,4,6,7,8,15,19,6,10,11,10,15,16,0,0,0,6,8,9,4,6,6,10,15,15,4,10,11,8,10,11,6,10,10
8,14,14,10,15,16,8,11,12,3,5,6,8,15,20,6,10,11,10,15,16,0,0,0,6,9,10,4,6,6,10,15,15,4,10,11,8,10,10,6,10,10
8,14,15,10,15,16,7,11,12,3,5,6,8,15,20,6,11,11,10,15,16,0,0,0,6,9,10,4,6,6,10,16,16,4,10,11,8,10,10,5,10,10
7,12,15,10,14,15,7,11,12,3,5,6,8,15,20,6,11,11,10,15,16,0,0,0,6,9,10,4,6,8,10,16,16,4,10,11,8,10,10,6,11,11
7,12,15,10,14,15,7,11,12,3,5,6,8,15,20,6,11,11,10,15,16,0,0,0,5,8,9,4,6,8,10,16,16,4,10,11,7,10,10,6,11,11
7,12,14,10,14,15,7,11,11,3,5,6,8,15,20,6,11,11,10,14,15,0,0,0,5,8,9,4,6,8,10,15,15,5,10,11,7,10,10,6,11,11
8,13,13,10,15,15,7,11,11,3,5,6,8,15,20,6,11,11,10,14,15,0,0,0,5,8,9,5,7,8,10,15,15,5,10,11,6,9,9,6,11,11
8,13,13,10,15,15,7,11,11,3,5,6,7,15,20,6,11,11,10,14,15,0,0,0,6,8,9,5,7,8,10,15,15,5,10,11,7,9,9,6,11,11
8,13,12,10,15,15,7,10,11,4,6,7,7,15,20,6,12,13,10,14,15,0,0,0,6,8,9,5,7,8,10,16,16,4,10,10,7,9,9,7,12,12
9,14,12,9,13,14,7,10,11,4,6,7,7,15,20,6,12,13,10,14,15,0,0,0,6,8,9,5,7,9,10,16,16,4,10,10,7,9,9,7,12,12
8,13,12,9,13,14,7,10,11,4,6,7,8,15,18,6,12,13,10,14,15,0,0,0,4,8,8,5,7,9,10,16,16,4,10,10,7,10,11,7,12,12
8,13,12,9,13,14,7,10,10,4,6,7,8,15,18,6,12,13,10,14,16,0,0,0,4,8,8,5,7,9,10,16,16,5,11,12,7,10,11,7,12,12
8,12,12,9,14,15,7,10,10,4,6,7,8,15,18,6,12,13,10,14,16,0,0,0,4,8,8,5,7,9,10,16,16,5,11,12,7,10,11,7,12,12
8,12,12,10,15,16,7,10,10,4,6,7,8,15,17,6,12,13,10,14,16,0,0,0,4,7,8,5,7,9,10,16,16,5,11,12,7,11,12,6,11,11
8,12,11,10,15,16,7,11,11,4,6,7,8,15,17,6,12,13,9,14,15,0,0,0,5,8,9,5,7,9,10,16,16,5,10,11,7,11,12,6,11,11
8,12,11,10,14,16,7,11,11,3,6,7,8,15,17,6,12,13,9,14,15,0,0,0,5,8,9,5,7,9,10,16,16,5,10,11,7,11,12,6,11,11
8,12,11,10,14,16,7,11,11,3,6,7,8,13,17,6,11,12,9,14,15,0,0,0,5,8,9,5,7,9,10,16,16,5,10,11,8,14,14,6,11,11
8,12,11,10,14,16,7,10,10,3,6,7,8,13,17,6,11,12,11,16,18,0,0,0,5,8,9,5,7,9,10,17,17,5,10,11,8,14,14,8,13,13
8,13,11,9,14,16,7,10,10,4,7,7,8,13,17,6,11,12,11,16,18,0,0,0,5,8,9,5,7,9,10,17,17,5,10,11,8,14,14,8,13,13
8,13,11,9,14,16,7,10,10,4,7,7,8,13,17,6,11,12,11,16,18,0,0,0,5,8,9,5,7,9,10,17,17,5,10,11,7,13,13,8,13,13
9,14,12,9,14,16,8,12,12,4,7,7,8,13,17,6,11,12,10,15,16,0,0,0,5,8,9,5,7,9,9,17,17,5,10,11,7,13,13,7,12,12
9,14,12,10,15,16,8,12,12,4,7,7,8,13,17,6,11,12,10,15,16,0,0,0,5,8,9,5,8,9,9,17,17,5,10,11,7,13,13,7,12,12
9,14,12,10,15,16,8,12,12,4,7,7,8,12,17,6,11,14,10,15,16,0,0,0,5,8,8,5,8,9,9,17,17,6,11,12,7,13,14,7,12,12
9,14,13,9,14,15,7,12,12,4,7,7,8,12,17,6,11,14,10,15,16,0,0,0,5,8,8,5,8,9,9,17,18,6,12,13,8,14,15,7,12,12
9,14,13,9,13,15,7,12,12,4,7,7,8,12,17,6,11,14,10,15,16,0,0,0,4,7,7,5,9,10,9,17,18,6,12,13,8,14,15,7,12,12
9,14,13,9,13,15,7,12,12,4,7,7,7,14,16,6,10,12,10,15,16,0,0,0,3,6,7,5,9,10,9,17,18,6,12,13,8,15,15,7,12,12
9,14,12,9,13,15,7,12,12,4,7,7,7,14,16,7,11,13,10,14,16,0,0,0,3,6,7,5,9,10,10,18,20,6,12,12,8,15,15,7,12,12
8,13,12,10,14,16,7,12,12,4,7,7,7,14,16,7,11,13,10,14,16,0,0,0,3,6,7,5,8,10,10,18,20,6,12,12,8,15,15,7,12,12
8,13,12,10,14,16,7,12,12,4,7,7,7,13,17,7,11,13,10,14,16,0,0,0,4,7,7,5,8,10,10,18,20,6,12,12,8,15,16,7,12,12
8,13,12,10,14,16,7,11,11,4,7,7,7,13,17,7,11,13,10,15,17,0,0,0,4,7,7,5,8,10,10,17,19,6,12,13,8,15,16,7,13,13
8,13,12,10,14,16,7,11,11,4,7,7,7,13,17,6,10,12,10,16,17,0,0,0,4,7,7,5,9,10,10,17,19,6,12,13,7,14,15,8,14,14
8,13,12,10,14,16,7,11,11,4,7,7,7,13,17,7,10,13,10,17,18,0,0,0,3,6,6,5,9,10,10,17,19,6,12,13,7,15,15,8,14,14
8,13,12,10,14,16,7,11,14,4,7,7,7,13,17,7,10,13,11,18,19,0,0,0,3,6,6,5,9,10,10,16,19,6,11,12,7,15,15,9,14,14
8,14,12,10,14,15,7,11,14,4,7,7,7,12,17,8,11,14,10,18,18,0,0,0,3,6,6,5,8,8,10,16,19,6,11,12,8,16,16,9,14,14
7,13,12,9,13,14,7,11,14,4,7,7,8,15,18,7,12,13,10,18,18,0,0,0,4,6,6,5,8,8,10,16,19,6,11,12,8,17,17,8,13,13
7,13,12,9,13,14,7,12,14,4,7,7,8,15,18,7,12,13,9,17,17,0,0,0,4,6,6,5,8,8,10,16,18,6,11,12,8,17,17,8,13,14
7,13,11,8,12,14,7,12,14,4,7,7,8,15,18,7,12,13,9,17,17,0,0,0,4,6,6,5,8,8,10,16,18,6,11,12,8,17,17,8,13,14
8,14,11,9,13,15,7,12,14,4,7,7,8,14,17,7,11,12,9,18,18,0,0,0,4,6,6,5,8,8,10,16,18,6,11,12,7,17,19,8,13,14
8,14,11,9,13,15,8,12,15,4,7,7,8,14,17,6,10,11,9,18,18,0,0,0,5,7,7,5,8,8,10,16,19,6,11,12,7,17,19,7,13,14
7,13,11,9,12,14,8,12,15,4,7,7,8,14,17,6,10,12,8,16,16,0,0,0,5,7,7,5,8,8,10,16,19,6,11,12,7,17,19,7,13,14
7,13,12,9,12,14,8,12,15,4,7,7,8,14,16,6,10,12,9,15,15,0,0,0,6,8,8,5,8,8,10,16,19,6,11,12,7,18,18,7,13,14
7,13,12,9,12,14,7,12,15,4,7,7,8,14,16,6,10,12,8,15,15,0,0,0,5,7,7,5,8,8,9,15,18,6,10,11,7,18,18,7,12,13
8,14,12,10,12,13,7,12,15,4,7,7,8,14,16,6,11,12,8,15,15,0,0,0,5,7,7,5,9,9,9,15,18,6,10,11,7,18,18,7,12,13
8,14,12,10,12,13,7,12,15,4,7,7,7,13,17,7,12,13,8,15,15,0,0,0,5,7,7,5,9,9,9,15,18,6,10,11,7,16,17,7,12,13
7,13,12,10,12,13,8,12,14,4,7,7,7,13,17,7,12,13,7,14,14,0,0,0,5,7,7,5,9,9,9,15,18,6,11,12,7,16,17,7,13,14
7,13,12,9,12,13,8,12,14,4,8,8,7,13,17,7,12,13,7,14,14,0,0,0,5,7,7,6,9,9,10,16,19,6,11,12,7,16,17,7,13,14
7,13,12,9,12,13,8,12,14,4,8,8,8,15,18,7,12,13,7,14,14,0,0,0,5,7,7,6,9,9,10,16,19,6,11,12,7,15,16,7,13,14
7,13,12,9,12,13,6,11,13,4,8,8,8,15,18,7,12,13,7,14,14,0,0,0,5,7,7,6,9,9,11,16,19,7,11,12,7,15,16,7,13,14
8,14,12,9,12,13,6,11,13,4,7,8,8,15,18,7,11,11,7,14,15,0,0,0,5,7,7,6,9,9,11,16,19,7,11,12,7,15,16,7,13,14
8,14,11,9,12,13,6,11,13,4,7,8,8,15,18,7,11,11,8,15,16,0,0,0,6,7,8,6,9,9,11,16,19,7,11,12,7,15,15,7,13,14
8,14,11,9,12,13,7,11,13,4,7,8,8,15,18,6,10,10,9,16,17,0,0,0,6,7,8,6,9,9,12,16,19,7,12,13,7,15,15,7,12,13
7,13,11,8,11,12,7,11,13,4,7,8,8,15,18,5,10,10,10,16,17,0,0,0,6,7,8,6,9,9,12,16,19,7,12,13,7,15,15,7,12,13
7,13,12,8,11,12,7,11,13,4,7,8,8,14,15,5,10,10,10,18,18,0,0,0,6,7,8,6,9,9,12,16,19,7,12,13,7,15,15,7,12,13
8,13,13,8,11,12,7,11,13,4,7,8,8,14,15,5,10,10,10,18,19,0,0,0,6,7,8,6,9,9,12,16,19,6,10,11,7,15,15,7,12,13
8,12,13,7,10,10,7,11,13,4,8,8,8,14,15,5,11,11,10,20,23,0,0,0,6,7,8,6,9,9,12,16,19,6,10,11,8,16,16,7,12,13
8,12,14,7,10,10,7,11,13,4,8,8,8,14,16,5,11,11,10,20,23,0,0,0,6,7,8,6,9,9,11,15,18,6,10,11,8,16,17,7,12,13
8,12,13,7,10,10,7,11,13,4,8,8,8,14,16,5,11,11,10,19,22,0,0,0,6,7,8,6,9,9,9,14,15,6,10,11,8,16,17,7,12,13
8,12,13,6,9,10,7,11,13,4,8,9,8,14,16,6,12,12,10,19,23,0,0,0,6,7,8,6,10,10,9,14,15,7,11,12,7,15,16,7,12,13
